cohort,site,siteState,family,roleOrKind,slug,titleOrQuery,url,clicks,impressions,ctr,position,band,decision,immediateContentMutation,earliestActionDate,reason
ranking118,network,recovery,,product,tp-link-tl-sg105-m2-2-5g-switch,Is TP-Link TL-SG105-M2 enough for a NAS and Wi-Fi 7 mesh?,https://network.madabase.com/reviews/tp-link-tl-sg105-m2-2-5g-switch,0,20,0%,10.35,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,network,recovery,,product,trendnet-teg-s350-2-5g-switch,Is TRENDnet TEG-S350 the five-port or eight-port 2.5GbE switch?,https://network.madabase.com/reviews/trendnet-teg-s350-2-5g-switch,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,network,recovery,,product,trendnet-teg-s380-2-5g-switch,"Does TRENDnet TEG-S380 provide eight 2.5GbE ports, and is it managed?",https://network.madabase.com/reviews/trendnet-teg-s380-2-5g-switch,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,network,recovery,,roundup,tl-sg105-m2-vs-ms305-vs-teg-s350,"TP-Link TL-SG105-M2, NETGEAR MS305, or TRENDnet TEG-S350?",https://network.madabase.com/best/tl-sg105-m2-vs-ms305-vs-teg-s350,0,27,0%,15.74,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,network,recovery,,guide,2-5gbe-switch-port-budget-for-nas-mesh,How many 2.5GbE switch ports do a NAS and Wi-Fi 7 mesh need?,https://network.madabase.com/guides/2-5gbe-switch-port-budget-for-nas-mesh,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,network,recovery,,product,apc-be600m1-router-ups,"Is APC BE600M1 enough for an ONT, modem, router, and switch?",https://network.madabase.com/reviews/apc-be600m1-router-ups,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,network,recovery,,roundup,best-ups-for-router-and-modem,What size UPS should you buy for a router and modem?,https://network.madabase.com/best/best-ups-for-router-and-modem,1,36,2.78%,23.06,position-21-40,protect-click-bearing-intent,hold,now-protection-only,The exact URL earned at least one click in the complete cohort window; avoid title or canonical churn during the update.
ranking118,homeoffice,protect,,product,plugable-usbc-6950pdz-displaylink-dock,Can Plugable USBC-6950PDZ run two monitors on a base-model Mac?,https://homeoffice.madabase.com/reviews/plugable-usbc-6950pdz-displaylink-dock,0,3,0%,6.67,top-10,protect-ranking-review-ctr,hold,rollout-complete-plus-3-days,The URL ranks in the top ten; preserve the intent and review CTR only after rollout data stabilizes.
ranking118,homeoffice,protect,,product,plugable-tbt4-ud5-thunderbolt-dock,Is Plugable TBT4-UD5 a native Thunderbolt dual-monitor dock?,https://homeoffice.madabase.com/reviews/plugable-tbt4-ud5-thunderbolt-dock,0,24,0%,8,top-10,protect-ranking-review-ctr,hold,rollout-complete-plus-3-days,The URL ranks in the top ten; preserve the intent and review CTR only after rollout data stabilizes.
ranking118,homeoffice,protect,,product,caldigit-ts4-thunderbolt-dock,Can CalDigit TS4 run two monitors on a Mac?,https://homeoffice.madabase.com/reviews/caldigit-ts4-thunderbolt-dock,0,66,0%,11.61,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,homeoffice,protect,,product,anker-675-usb-c-docking-station,"Is Anker 675 a monitor stand, a dock, or both?",https://homeoffice.madabase.com/reviews/anker-675-usb-c-docking-station,0,32,0%,19.72,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,homeoffice,protect,,guide,macbook-dual-monitor-dock-chip-compatibility-guide,Which dock can run two monitors on a MacBook?,https://homeoffice.madabase.com/guides/macbook-dual-monitor-dock-chip-compatibility-guide,0,0,0%,0,zero-impression,observe-index-and-demand,hold,2026-09-08,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,homeoffice,protect,,guide,usb-c-dock-ports-explained-guide,Which USB-C dock ports and host features do you actually need?,https://homeoffice.madabase.com/guides/usb-c-dock-ports-explained-guide,0,8,0%,43.38,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,The established page is visible only at deep positions; evaluate demand and overlap before retargeting or merging.
ranking118,homeoffice,protect,,guide,usb-c-dock-vs-monitor-hub-guide,Should you buy a USB-C dock or use the monitor's built-in hub?,https://homeoffice.madabase.com/guides/usb-c-dock-vs-monitor-hub-guide,0,4,0%,58,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,The established page is visible only at deep positions; evaluate demand and overlap before retargeting or merging.
ranking118,smarthome,recovery,,product,aqara-valve-controller-t1,Will Aqara Valve Controller T1 fit an existing water shutoff valve?,https://smarthome.madabase.com/reviews/aqara-valve-controller-t1,0,3,0%,11,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,smarthome,recovery,,product,moen-flo-900-001-smart-water-shutoff,Is Moen Flo 900-001 the 3/4-inch smart water shutoff?,https://smarthome.madabase.com/reviews/moen-flo-900-001-smart-water-shutoff,0,5,0%,7.2,top-10,protect-ranking-review-ctr,hold,rollout-complete-plus-3-days,The URL ranks in the top ten; preserve the intent and review CTR only after rollout data stabilizes.
ranking118,smarthome,recovery,,roundup,best-smart-water-shutoff-valves-retrofit-inline,Should you buy a retrofit or inline smart water shutoff valve?,https://smarthome.madabase.com/best/best-smart-water-shutoff-valves-retrofit-inline,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,smarthome,recovery,,roundup,aqara-t1-vs-yolink-bulldog-vs-moen-flo,"Aqara T1, YoLink Bulldog, or Moen Flo: which shutoff architecture fits?",https://smarthome.madabase.com/best/aqara-t1-vs-yolink-bulldog-vs-moen-flo,0,0,0%,,zero-impression,index-demand-and-canonical-review,hold,rollout-complete-plus-3-days,"The established page has no impressions; verify indexing, demand and competing canonical intent before changing it."
ranking118,smarthome,recovery,,guide,wifi-vs-zigbee-vs-lora-water-leak-sensor-guide,"Wi-Fi, Zigbee, or LoRa water leak sensors: which radio path is better?",https://smarthome.madabase.com/guides/wifi-vs-zigbee-vs-lora-water-leak-sensor-guide,0,4,0%,13.75,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,network,recovery,,product,netgear-gs308e-gigabit-switch,"Is NETGEAR GS308E the managed eight-port switch, and how is it different from GS308, GS308T, or GS908E?",https://network.madabase.com/reviews/netgear-gs308e-gigabit-switch,0,60,0%,8.5,top-10,protect-ranking-review-ctr,hold,rollout-complete-plus-3-days,The URL ranks in the top ten; preserve the intent and review CTR only after rollout data stabilizes.
ranking118,network,recovery,,product,tp-link-deco-be85-wifi-7-mesh,Is Deco BE85 worth buying instead of BE63 or BE67?,https://network.madabase.com/reviews/tp-link-deco-be85-wifi-7-mesh,1,13,7.69%,15.23,position-11-20,protect-click-bearing-intent,hold,now-protection-only,The exact URL earned at least one click in the complete cohort window; avoid title or canonical churn during the update.
ranking118,network,recovery,,product,amazon-eero-6-mesh-wifi-system,Is Amazon eero 6 still a sensible mesh system for a normal home?,https://network.madabase.com/reviews/amazon-eero-6-mesh-wifi-system,0,55,0%,49.27,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,The established page is visible only at deep positions; evaluate demand and overlap before retargeting or merging.
ranking118,network,recovery,,roundup,netgear-gs308e-vs-tp-link-tl-sg108,NETGEAR GS308E or TP-Link TL-SG108: do you need management features?,https://network.madabase.com/best/netgear-gs308e-vs-tp-link-tl-sg108,0,23,0%,18.78,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,network,recovery,,product,arris-surfboard-s33-cable-modem,Is ARRIS SURFboard S33 compatible with the plan and router you already have?,https://network.madabase.com/reviews/arris-surfboard-s33-cable-modem,0,14,0%,28.5,position-21-40,query-intent-review,hold,rollout-complete-plus-3-days,The page has measurable discovery but needs exact query-to-page fit evidence before a focused rewrite.
ranking118,network,recovery,,guide,wifi-7-vs-wifi-6-guide,Is Wi-Fi 7 worth replacing a working Wi-Fi 6 network?,https://network.madabase.com/guides/wifi-7-vs-wifi-6-guide,0,24,0%,71.79,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,The established page is visible only at deep positions; evaluate demand and overlap before retargeting or merging.
ranking118,smarthome,recovery,,product,meross-msg100-homekit-garage-door-opener,"Will Meross MSG100 work with the garage opener, Wi-Fi, and Apple Home setup you have?",https://smarthome.madabase.com/reviews/meross-msg100-homekit-garage-door-opener,0,53,0%,15.66,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,smarthome,recovery,,product,aqara-presence-multi-sensor-fp300,Is Aqara FP300 a better room-presence sensor than FP2?,https://smarthome.madabase.com/reviews/aqara-presence-multi-sensor-fp300,1,134,0.75%,15.16,position-11-20,protect-click-bearing-intent,hold,now-protection-only,The exact URL earned at least one click in the complete cohort window; avoid title or canonical churn during the update.
ranking118,smarthome,recovery,,product,aqara-presence-sensor-fp2,Is Aqara FP2 worth its wired setup for zones and room presence?,https://smarthome.madabase.com/reviews/aqara-presence-sensor-fp2,0,63,0%,13.97,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
ranking118,smarthome,recovery,,roundup,aqara-fp300-vs-fp2,Aqara FP300 or FP2: which presence sensor fits the room?,https://smarthome.madabase.com/best/aqara-fp300-vs-fp2,1,85,1.18%,16.04,position-11-20,protect-click-bearing-intent,hold,now-protection-only,The exact URL earned at least one click in the complete cohort window; avoid title or canonical churn during the update.
ranking118,smarthome,recovery,,product,tapo-p125m-matter-smart-plug,"Is Tapo P125M the compact Matter plug, and does it include energy monitoring?",https://smarthome.madabase.com/reviews/tapo-p125m-matter-smart-plug,2,82,2.44%,10.23,position-11-20,protect-click-bearing-intent,hold,now-protection-only,The exact URL earned at least one click in the complete cohort window; avoid title or canonical churn during the update.
ranking118,smarthome,recovery,,product,schlage-encode-plus-smart-lock,"Is Schlage Encode Plus compatible with the door, Apple Home Key, and remote-access plan?",https://smarthome.madabase.com/reviews/schlage-encode-plus-smart-lock,0,20,0%,31,position-21-40,query-intent-review,hold,rollout-complete-plus-3-days,The page has measurable discovery but needs exact query-to-page fit evidence before a focused rewrite.
ranking118,smarthome,recovery,,guide,matter-controller-vs-thread-border-router,What is the difference between a Matter controller and a Thread border router?,https://smarthome.madabase.com/guides/matter-controller-vs-thread-border-router,0,11,0%,27.55,position-21-40,query-intent-review,hold,rollout-complete-plus-3-days,The page has measurable discovery but needs exact query-to-page fit evidence before a focused rewrite.
ranking118,homeoffice,protect,,guide,portable-monitor-usb-c-dp-alt-mode-displaylink-guide,Will a USB-C laptop run a portable monitor through DP Alt Mode or DisplayLink?,https://homeoffice.madabase.com/guides/portable-monitor-usb-c-dp-alt-mode-displaylink-guide,0,46,0%,42.78,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,The established page is visible only at deep positions; evaluate demand and overlap before retargeting or merging.
ranking118,homeoffice,protect,,guide,monochrome-laser-printers-ownership-cost-and-maintenance,What does a monochrome laser printer cost to own after the purchase?,https://homeoffice.madabase.com/guides/monochrome-laser-printers-ownership-cost-and-maintenance,0,6,0%,12.33,position-11-20,strengthen-supporting-evidence,hold,rollout-complete-plus-3-days,The established page is on page two and is a focused supporting-evidence candidate after the update.
